,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Log_Discount_offered,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Cost_of_the_Product_std,Weight_in_gms_std
2890,2891,C,Flight,4,5,187,5,medium,1,16,3781,1,2.772588722239781,0,0,1,0,0,1,0,0,0,0,1,-0.48019672176795297,0.08885834928115985
2891,2892,F,Flight,3,2,150,2,low,1,53,1319,1,3.970291913552122,0,0,0,0,1,1,0,0,0,1,0,-1.2485729712945186,-1.4162409579013382
2892,2893,D,Flight,3,2,190,3,medium,1,18,2715,1,2.8903717578961645,0,0,0,1,0,1,0,0,0,0,1,-0.4178959447793125,-0.5628215294582971
2893,2894,F,Flight,4,1,226,3,low,1,42,3077,1,3.7376696182833684,0,0,0,0,1,1,0,0,0,1,0,0.329713379084373,-0.3415193567531532
2894,2895,A,Ship,3,4,98,2,low,0,32,1539,1,3.4657359027997265,1,0,0,0,0,0,0,1,0,1,0,-2.3284531057642868,-1.2817479247656154
2895,2896,B,Ship,3,5,152,2,medium,0,6,1800,1,1.791759469228055,0,1,0,0,0,0,0,1,0,0,1,-1.2070391199687582,-1.1221902809091444
2896,2897,C,Ship,2,2,173,2,medium,1,34,1575,1,3.5263605246161616,0,0,1,0,0,0,0,1,0,0,1,-0.7709336810482751,-1.2597399738888608
2897,2898,F,Ship,4,1,160,2,high,0,65,1861,1,4.174387269895637,0,0,0,0,1,0,0,1,1,0,0,-1.0409037146657172,-1.0848990308124211
2898,2899,D,Ship,4,2,180,3,low,1,22,1261,1,3.091042453358316,0,0,0,1,0,0,0,1,0,1,0,-0.6255652014081141,-1.4516982120916653
2899,2900,F,Ship,3,2,175,2,medium,0,12,1817,1,2.4849066497880004,0,0,0,0,1,0,0,1,0,0,1,-0.7293998297225148,-1.1117976374395657
2900,2901,A,Ship,3,3,274,3,low,1,6,2986,1,1.791759469228055,1,0,0,0,0,0,0,1,0,1,0,1.3265258109026203,-0.3971505659138385
2901,2902,B,Ship,4,1,216,4,low,1,4,2263,1,1.3862943611198906,0,1,0,0,0,0,0,1,0,1,0,0.12204412245557143,-0.8391435793553277
2902,2903,C,Ship,6,2,283,2,low,0,18,3077,1,2.8903717578961645,0,0,1,0,0,0,0,1,0,1,0,1.5134281418685416,-0.3415193567531532
2903,2904,F,Ship,6,4,192,3,high,0,19,2944,1,2.9444389791664403,0,0,0,0,1,0,0,1,1,0,0,-0.3763620934535522,-0.4228265086033856
2904,2905,D,Ship,3,4,236,4,medium,0,43,2584,1,3.7612001156935624,0,0,0,1,0,0,0,1,0,0,1,0.5373826357131745,-0.642906017370932
2905,2906,F,Ship,4,2,232,3,high,1,46,2835,1,3.828641396489095,0,0,0,0,1,0,0,1,1,0,0,0.4543149330616539,-0.4894616932024483
2906,2907,A,Ship,2,3,204,4,low,0,20,3135,1,2.995732273553991,1,0,0,0,0,0,0,1,0,1,0,-0.1271589854989904,-0.30606210256282623
2907,2908,B,Ship,3,2,138,2,medium,0,46,1436,1,3.828641396489095,0,1,0,0,0,0,0,1,0,0,1,-1.4977760792490804,-1.3447151175518857
2908,2909,C,Ship,3,4,154,2,low,1,29,1016,1,3.367295829986474,0,0,1,0,0,0,0,1,0,1,0,-1.165505268642998,-1.6014745444473566
2909,2910,F,Ship,4,3,244,2,low,1,17,3125,1,2.833213344056216,0,0,0,0,1,0,0,1,0,1,0,0.7035180410162157,-0.3121754222508137
2910,2911,D,Ship,3,2,144,3,medium,0,48,1867,1,3.871201010907891,0,0,0,1,0,0,0,1,0,0,1,-1.3731745252717995,-1.0812310389996287
2911,2912,F,Ship,3,4,274,3,medium,1,19,3076,1,2.9444389791664403,0,0,0,0,1,0,0,1,0,0,1,1.3265258109026203,-0.3421306887219519
2912,2913,A,Ship,3,2,182,3,low,0,54,3972,1,3.9889840465642745,1,0,0,0,0,0,0,1,0,1,0,-0.5840313500823537,0.20562275532171922
2913,2914,B,Ship,6,1,250,5,low,0,53,3352,1,3.970291913552122,0,1,0,0,0,0,0,1,0,1,0,0.8281195949934966,-0.17340306533349964
2914,2915,C,Ship,4,4,207,2,medium,0,14,2945,1,2.6390573296152584,0,0,1,0,0,0,0,1,0,0,1,-0.06485820851034994,-0.42221517663458685
2915,2916,F,Ship,3,4,242,3,high,1,54,3011,1,3.9889840465642745,0,0,0,0,1,0,0,1,1,0,0,0.6619841896904554,-0.38186726669387006
2916,2917,D,Ship,5,1,154,2,low,1,37,1671,1,3.6109179126442243,0,0,0,1,0,0,0,1,0,1,0,-1.165505268642998,-1.2010521048841818
2917,2918,F,Ship,4,4,176,3,medium,1,53,1472,1,3.970291913552122,0,0,0,0,1,0,0,1,0,0,1,-0.7086329040596346,-1.322707166675131
2918,2919,A,Ship,3,5,252,3,low,1,18,3701,1,2.8903717578961645,1,0,0,0,0,0,0,1,0,1,0,0.8696534463192569,0.039951791777260645
2919,2920,B,Ship,4,1,147,3,medium,1,32,1666,1,3.4657359027997265,0,1,0,0,0,0,0,1,0,0,1,-1.3108737482831592,-1.2041087647281754
2920,2921,C,Ship,5,3,157,4,low,1,1,1306,1,0.0,0,0,1,0,0,0,0,1,0,1,0,-1.1032044916543575,-1.4241882734957219
2921,2922,F,Ship,3,1,257,2,medium,1,37,3517,1,3.6109179126442243,0,0,0,0,1,0,0,1,0,0,1,0.9734880746336577,-0.07253329048170754
2922,2923,D,Ship,4,3,172,3,medium,0,6,1261,1,1.791759469228055,0,0,0,1,0,0,0,1,0,0,1,-0.7917006067111553,-1.4516982120916653
2923,2924,F,Ship,4,3,134,3,high,0,22,1629,1,3.091042453358316,0,0,0,0,1,0,0,1,1,0,0,-1.5808437819006012,-1.2267280475737288
2924,2925,A,Ship,2,2,152,4,low,0,48,1212,1,3.871201010907891,1,0,0,0,0,0,0,1,0,1,0,-1.2070391199687582,-1.4816534785628035
2925,2926,B,Ship,3,1,161,3,low,0,57,1918,1,4.04305126783455,0,1,0,0,0,0,0,1,0,1,0,-1.020136789002837,-1.050053108590893
2926,2927,C,Ship,3,1,269,3,low,1,47,3033,1,3.8501476017100584,0,0,1,0,0,0,0,1,0,1,0,1.2226911825882196,-0.36841796338029775
2927,2928,F,Ship,2,3,164,2,medium,1,64,1689,1,4.1588830833596715,0,0,0,0,1,0,0,1,0,0,1,-0.9578360120141965,-1.1900481294458045
2930,2931,A,Ship,4,4,255,3,medium,0,60,2777,1,4.0943445622221,1,0,0,0,0,0,0,1,0,0,1,0.9319542233078973,-0.5249189473927752
2931,2932,B,Ship,3,3,135,3,medium,0,28,1329,1,3.332204510175204,0,1,0,0,0,0,0,1,0,0,1,-1.560076856237721,-1.410127638213351
2932,2933,C,Ship,3,2,155,3,medium,0,7,1434,1,1.9459101490553132,0,0,1,0,0,0,0,1,0,0,1,-1.144738342980118,-1.3459377814894833
2933,2934,F,Ship,6,3,273,4,medium,0,32,2532,1,3.4657359027997265,0,0,0,0,1,0,0,1,0,0,1,1.3057588852397402,-0.6746952797484665
2934,2935,D,Ship,4,3,135,3,low,0,15,1008,1,2.70805020110221,0,0,0,1,0,0,0,1,0,1,0,-1.560076856237721,-1.6063652001977464
2935,2936,F,Ship,4,4,170,3,low,1,29,1188,1,3.367295829986474,0,0,0,0,1,0,0,1,0,1,0,-0.8332344580369155,-1.4963254458139732
2936,2937,A,Ship,6,4,138,5,medium,0,15,1181,1,2.70805020110221,1,0,0,0,0,0,0,1,0,0,1,-1.4977760792490804,-1.5006047695955644
2937,2938,B,Ship,3,2,213,4,low,1,53,3502,1,3.970291913552122,0,1,0,0,0,0,0,1,0,1,0,0.059743345466930976,-0.08170327001368864
2938,2939,C,Ship,4,5,156,5,high,0,55,1619,1,4.007333185232471,0,0,1,0,0,0,0,1,1,0,0,-1.1239714173172377,-1.2328413672617162
2939,2940,F,Ship,3,1,139,2,low,1,47,1241,1,3.8501476017100584,0,0,0,0,1,0,0,1,0,1,0,-1.4770091535862002,-1.46392485146764
2940,2941,D,Ship,3,1,263,3,medium,1,6,2715,1,1.791759469228055,0,0,0,1,0,0,0,1,0,0,1,1.0980896286109385,-0.5628215294582971
2941,2942,F,Ship,2,3,160,4,low,0,53,1850,1,3.970291913552122,0,0,0,0,1,0,0,1,0,1,0,-1.0409037146657172,-1.0916236824692074
2942,2943,A,Ship,3,3,148,2,low,1,39,1402,1,3.6635616461296463,1,0,0,0,0,0,0,1,0,1,0,-1.290106822620279,-1.3655004044910428
2943,2944,B,Ship,4,3,259,3,high,1,45,3761,1,3.8066624897703196,0,1,0,0,0,0,0,1,1,0,0,1.015021925959418,0.07663170990518506
2944,2945,C,Ship,5,4,273,3,low,0,60,3384,1,4.0943445622221,0,0,1,0,0,0,0,1,0,1,0,1.3057588852397402,-0.15384044233193997
2945,2946,F,Ship,3,2,212,3,medium,0,9,2521,1,2.1972245773362196,0,0,0,0,1,0,0,1,0,0,1,0.038976419804050824,-0.6814199314052527
2947,2948,F,Ship,2,2,193,3,medium,1,64,2867,1,4.1588830833596715,0,0,0,0,1,0,0,1,0,0,1,-0.3555951677906721,-0.4698990702008886
2948,2949,A,Ship,5,2,198,3,low,0,44,3706,1,3.784189633918261,1,0,0,0,0,0,0,1,0,1,0,-0.2517605394762713,0.04300845162125434
2949,2950,B,Ship,3,5,207,4,low,0,45,3770,1,3.8066624897703196,0,1,0,0,0,0,0,1,0,1,0,-0.06485820851034994,0.08213369762437371
2950,2951,C,Ship,6,1,236,4,low,0,10,2030,1,2.302585092994046,0,0,1,0,0,0,0,1,0,1,0,0.5373826357131745,-0.981583928085434
2951,2952,F,Ship,4,2,165,3,low,1,7,1702,1,1.9459101490553132,0,0,0,0,1,0,0,1,0,1,0,-0.9370690863513164,-1.1821008138514209
2952,2953,D,Ship,3,3,162,3,low,1,3,1693,1,1.0986122886681098,0,0,0,1,0,0,0,1,0,1,0,-0.9993698633399568,-1.1876028015706095
2953,2954,F,Ship,4,2,184,3,low,0,63,3609,1,4.143134726391533,0,0,0,0,1,0,0,1,0,1,0,-0.5424974987565935,-0.016290749352223445
2954,2955,A,Ship,5,5,145,2,medium,1,48,1834,1,3.871201010907891,1,0,0,0,0,0,0,1,0,0,1,-1.3524075996089193,-1.101404993969987
2955,2956,B,Ship,3,3,228,2,medium,1,27,3473,1,3.295836866004329,0,1,0,0,0,0,0,1,0,0,1,0.37124723041013324,-0.0994318971088521
2956,2957,C,Ship,5,5,213,2,high,1,12,2522,1,2.4849066497880004,0,0,1,0,0,0,0,1,1,0,0,0.059743345466930976,-0.680808599436454
2957,2958,F,Ship,2,2,146,3,medium,0,1,1162,1,0.0,0,0,0,0,1,0,0,1,0,0,1,-1.3316406739460394,-1.5122200770027405
2958,2959,D,Ship,4,2,220,3,high,0,39,2459,1,3.6635616461296463,0,0,0,1,0,0,0,1,1,0,0,0.20511182510709206,-0.7193225134707746
2959,2960,F,Ship,3,4,231,3,medium,0,49,3441,1,3.8918202981106265,0,0,0,0,1,0,0,1,0,0,1,0.43354800739877375,-0.11899452011041178
2961,2962,B,Ship,4,3,202,3,low,0,48,2213,1,3.871201010907891,0,1,0,0,0,0,0,1,0,1,0,-0.1686928368247507,-0.8697101777952646
2963,2964,F,Ship,3,3,200,3,low,1,46,2460,1,3.828641396489095,0,0,0,0,1,0,0,1,0,1,0,-0.21022668815051102,-0.7187111815019759
2964,2965,D,Ship,3,2,250,3,low,0,37,2736,1,3.6109179126442243,0,0,0,1,0,0,0,1,0,1,0,0.8281195949934966,-0.5499835581135235
2965,2966,F,Ship,3,5,126,2,low,0,29,1192,1,3.367295829986474,0,0,0,0,1,0,0,1,0,1,0,-1.7469791872036422,-1.4938801179387784
2966,2967,A,Ship,4,1,222,4,medium,0,42,2762,1,3.7376696182833684,1,0,0,0,0,0,0,1,0,0,1,0.24664567643285235,-0.5340889269247563
2967,2968,B,Ship,6,2,236,4,low,0,61,3140,1,4.110873864173311,0,1,0,0,0,0,0,1,0,1,0,0.5373826357131745,-0.30300544271883256
2968,2969,C,Ship,4,3,165,3,low,1,4,1484,1,1.3862943611198906,0,0,1,0,0,0,0,1,0,1,0,-0.9370690863513164,-1.3153711830495463
2969,2970,F,Ship,3,4,162,3,low,1,17,1700,1,2.833213344056216,0,0,0,0,1,0,0,1,0,1,0,-0.9993698633399568,-1.1833234777890183
2970,2971,D,Ship,4,3,184,3,low,0,37,3436,1,3.6109179126442243,0,0,0,1,0,0,0,1,0,1,0,-0.5424974987565935,-0.12205117995440548
2971,2972,F,Ship,5,3,145,2,medium,1,6,1965,1,1.791759469228055,0,0,0,0,1,0,0,1,0,0,1,-1.3524075996089193,-1.0213205060573523
2972,2973,A,Ship,3,4,228,2,medium,1,46,3306,1,3.828641396489095,1,0,0,0,0,0,0,1,0,0,1,0.37124723041013324,-0.2015243358982417
2973,2974,B,Ship,5,3,213,2,high,0,27,2581,1,3.295836866004329,0,1,0,0,0,0,0,1,1,0,0,0.059743345466930976,-0.6447400132773283
2974,2975,C,Ship,2,3,146,3,medium,1,18,1289,1,2.8903717578961645,0,0,1,0,0,0,0,1,0,0,1,-1.3316406739460394,-1.4345809169653005
2975,2976,F,Ship,4,1,220,3,high,1,2,3886,1,0.6931471805599453,0,0,0,0,1,0,0,1,1,0,0,0.20511182510709206,0.15304820600502755
2976,2977,D,Ship,3,4,231,3,medium,1,39,3792,1,3.6635616461296463,0,0,0,1,0,0,0,1,0,0,1,0.43354800739877375,0.095583000937946
2978,2979,A,Ship,4,5,202,3,low,0,38,2651,1,3.6375861597263857,1,0,0,0,0,0,0,1,0,1,0,-0.1686928368247507,-0.6019467754614165
2980,2981,C,Ship,3,3,200,3,low,1,4,3791,1,1.3862943611198906,0,0,1,0,0,0,0,1,0,1,0,-0.21022668815051102,0.09497166896914726
2981,2982,F,Ship,3,1,250,3,low,0,8,3617,1,2.0794415416798357,0,0,0,0,1,0,0,1,0,1,0,0.8281195949934966,-0.011400093601833524
2982,2983,D,Ship,3,5,126,2,low,0,63,1141,1,4.143134726391533,0,0,0,1,0,0,0,1,0,1,0,-1.7469791872036422,-1.525058048347514
2983,2984,F,Ship,4,3,222,4,medium,1,49,3697,1,3.8918202981106265,0,0,0,0,1,0,0,1,0,0,1,0.24664567643285235,0.03750646390206568
2985,2986,B,Ship,6,5,161,4,medium,0,20,1338,1,2.995732273553991,0,1,0,0,0,0,0,1,0,0,1,-1.020136789002837,-1.4046256504941623
2986,2987,C,Ship,5,1,236,3,medium,0,10,1347,1,2.302585092994046,0,0,1,0,0,0,0,1,0,0,1,0.5373826357131745,-1.3991236627749735
2987,2988,F,Road,6,3,281,5,medium,0,8,1864,1,2.0794415416798357,0,0,0,0,1,0,1,0,0,0,1,1.4718942905427814,-1.083065034906025
2988,2989,D,Road,5,3,168,4,low,1,7,1298,1,1.9459101490553132,0,0,0,1,0,0,1,0,0,1,0,-0.8747683093626759,-1.429078929246112
2989,2990,F,Road,5,1,206,4,low,1,62,1137,1,4.127134385045092,0,0,0,0,1,0,1,0,0,1,0,-0.08562513417323009,-1.527503376222709
2990,2991,A,Road,4,1,144,4,high,1,5,1294,1,1.6094379124341003,1,0,0,0,0,0,1,0,1,0,0,-1.3731745252717995,-1.4315242571213067
2991,2992,B,Road,5,3,239,5,medium,0,19,2988,1,2.9444389791664403,0,1,0,0,0,0,1,0,0,0,1,0.5996834127018149,-0.39592790197624106
2992,2993,C,Road,3,5,129,3,medium,0,52,1513,1,3.9512437185814275,0,0,1,0,0,0,1,0,0,0,1,-1.6846784102150019,-1.2976425559543827
2993,2994,F,Road,4,5,201,4,medium,1,46,3498,1,3.828641396489095,0,0,0,0,1,0,1,0,0,0,1,-0.18945976248763086,-0.0841485978888836
2994,2995,D,Road,5,5,160,3,medium,1,55,1911,1,4.007333185232471,0,0,0,1,0,0,1,0,0,0,1,-1.0409037146657172,-1.054332432372484
2996,2997,A,Road,3,1,132,4,medium,1,58,1067,1,4.060443010546419,1,0,0,0,0,0,1,0,0,0,1,-1.6223776332263613,-1.5702966140386208
2997,2998,B,Road,4,2,185,4,medium,0,36,2583,1,3.58351893845611,0,1,0,0,0,0,1,0,0,0,1,-0.5217305730937133,-0.6435173493397308
2998,2999,C,Road,5,1,271,4,low,0,4,2718,1,1.3862943611198906,0,0,1,0,0,0,1,0,0,1,0,1.2642250339139798,-0.5609875335519009
2999,3000,F,Road,5,2,168,2,medium,1,20,1539,1,2.995732273553991,0,0,0,0,1,0,1,0,0,0,1,-0.8747683093626759,-1.2817479247656154
3000,3001,D,Road,5,5,154,3,medium,0,50,1389,1,3.912023005428146,0,0,0,1,0,0,1,0,0,0,1,-1.165505268642998,-1.3734477200854265
3001,3002,F,Road,3,3,203,3,low,1,4,3114,1,1.3862943611198906,0,0,0,0,1,0,1,0,0,1,0,-0.14792591116187054,-0.3189000739075998
3002,3003,A,Road,3,1,274,3,low,1,4,2087,1,1.3862943611198906,1,0,0,0,0,0,1,0,0,1,0,1.3265258109026203,-0.9467380058639059
3003,3004,B,Road,5,4,280,4,low,0,19,3298,1,2.9444389791664403,0,1,0,0,0,0,1,0,0,1,0,1.4511273648799012,-0.2064149916486316
3004,3005,C,Road,4,5,196,2,low,1,51,3151,1,3.9318256327243257,0,0,1,0,0,0,1,0,0,1,0,-0.2932943908020316,-0.2962807910620464
3005,3006,F,Road,5,2,159,3,medium,0,63,1675,1,4.143134726391533,0,0,0,0,1,0,1,0,0,0,1,-1.0616706403285974,-1.1986067770089868
3006,3007,D,Road,5,4,269,3,medium,1,15,2522,1,2.70805020110221,0,0,0,1,0,0,1,0,0,0,1,1.2226911825882196,-0.680808599436454
3007,3008,F,Road,4,3,161,3,low,0,52,1199,1,3.9512437185814275,0,0,0,0,1,0,1,0,0,1,0,-1.020136789002837,-1.4896007941571872
3008,3009,A,Road,3,1,159,2,medium,0,44,1806,1,3.784189633918261,1,0,0,0,0,0,1,0,0,0,1,-1.0616706403285974,-1.1185222890963518
3010,3011,C,Flight,3,3,214,2,medium,0,4,3754,1,1.3862943611198906,0,0,1,0,0,1,0,0,0,0,1,0.08051027112981113,0.07235238612359388
3011,3012,F,Flight,4,5,157,4,medium,0,12,1038,1,2.4849066497880004,0,0,0,0,1,1,0,0,0,0,1,-1.1032044916543575,-1.5880252411337843
3012,3013,D,Flight,5,5,147,2,medium,1,19,1936,1,2.9444389791664403,0,0,0,1,0,1,0,0,0,0,1,-1.3108737482831592,-1.0390491331525156
3013,3014,F,Flight,5,4,182,3,medium,0,11,3545,1,2.3978952727983707,0,0,0,0,1,1,0,0,0,0,1,-0.5840313500823537,-0.05541599535534281
3014,3015,A,Flight,3,5,188,2,low,0,12,2711,1,2.4849066497880004,1,0,0,0,0,1,0,0,0,1,0,-0.45942979610507284,-0.565266857333492
3015,3016,B,Flight,3,1,104,2,low,1,1,1021,1,0.0,0,1,0,0,0,1,0,0,0,1,0,-2.2038515517870056,-1.5984178846033628
3016,3017,C,Flight,5,5,195,3,low,1,55,2641,1,4.007333185232471,0,0,1,0,0,1,0,0,0,1,0,-0.31406131646491176,-0.6080600951494038
3017,3018,F,Flight,4,1,235,2,high,1,64,2107,1,4.1588830833596715,0,0,0,0,1,1,0,0,1,0,0,0.5166157100502944,-0.9345113664879311
3018,3019,D,Flight,4,5,219,2,medium,0,21,3830,1,3.044522437723423,0,0,0,1,0,1,0,0,0,0,1,0.1843448994442119,0.11881361575229812
3019,3020,F,Flight,4,5,253,2,low,0,36,3389,1,3.58351893845611,0,0,0,0,1,1,0,0,0,1,0,0.8904203719821371,-0.15078378248794627
3020,3021,A,Flight,3,3,253,4,medium,0,57,2489,1,4.04305126783455,1,0,0,0,0,1,0,0,0,0,1,0.8904203719821371,-0.7009825544068123
3021,3022,B,Flight,4,1,167,3,low,1,42,1197,1,3.7376696182833684,0,1,0,0,0,1,0,0,0,1,0,-0.8955352350255561,-1.4908234580947846
3022,3023,C,Flight,4,2,211,2,low,0,39,2520,1,3.6635616461296463,0,0,1,0,0,1,0,0,0,1,0,0.018209494141170672,-0.6820312633740514
3023,3024,F,Flight,3,4,155,3,medium,1,4,1548,1,1.3862943611198906,0,0,0,0,1,1,0,0,0,0,1,-1.144738342980118,-1.2762459370464267
3024,3025,D,Flight,6,1,231,4,medium,0,23,2455,1,3.1354942159291497,0,0,0,1,0,1,0,0,0,0,1,0.43354800739877375,-0.7217678413459695
3025,3026,F,Flight,5,4,182,4,low,1,61,3063,1,4.110873864173311,0,0,0,0,1,1,0,0,0,1,0,-0.5840313500823537,-0.35007800431633557
3026,3027,A,Flight,3,5,212,2,medium,1,56,3547,1,4.02535169073515,1,0,0,0,0,1,0,0,0,0,1,0.038976419804050824,-0.05419333141774533
3027,3028,B,Flight,3,1,107,3,high,0,13,1861,1,2.5649493574615367,0,1,0,0,0,1,0,0,1,0,0,-2.141550774798365,-1.0848990308124211
3028,3029,C,Flight,5,2,172,4,high,0,61,1161,1,4.110873864173311,0,0,1,0,0,1,0,0,1,0,0,-0.7917006067111553,-1.5128314089715393
3029,3030,F,Flight,3,2,224,3,low,1,40,2180,1,3.6888794541139363,0,0,0,0,1,1,0,0,0,1,0,0.28817952775861266,-0.8898841327656231
3030,3031,D,Flight,3,4,209,3,high,0,37,3650,1,3.6109179126442243,0,0,0,1,0,1,0,0,1,0,0,-0.023324357184589636,0.0087738613685249
3031,3032,F,Ship,4,5,268,2,medium,1,46,3076,1,3.828641396489095,0,0,0,0,1,0,0,1,0,0,1,1.2019242569253394,-0.3421306887219519
3032,3033,A,Ship,3,2,141,4,low,1,9,1909,1,2.1972245773362196,1,0,0,0,0,0,0,1,0,1,0,-1.43547530226044,-1.0555550963100817
3033,3034,B,Ship,4,4,260,2,low,1,17,3068,1,2.833213344056216,0,1,0,0,0,0,0,1,0,1,0,1.0357888516222982,-0.34702134447234184
3034,3035,C,Ship,5,4,151,4,medium,1,10,1441,1,2.302585092994046,0,0,1,0,0,0,0,1,0,0,1,-1.2278060456316384,-1.341658457707892
3035,3036,F,Ship,5,2,184,2,medium,1,27,3276,1,3.295836866004329,0,0,0,0,1,0,0,1,0,0,1,-0.5424974987565935,-0.2198642949622039
3036,3037,D,Ship,5,1,270,3,high,1,52,3908,1,3.9512437185814275,0,0,0,1,0,0,0,1,1,0,0,1.2434581082510996,0.16649750931859986
3037,3038,F,Ship,5,4,135,2,medium,0,20,1908,1,2.995732273553991,0,0,0,0,1,0,0,1,0,0,1,-1.560076856237721,-1.0561664282788803
3038,3039,A,Ship,4,3,276,4,low,0,3,3889,1,1.0986122886681098,1,0,0,0,0,0,0,1,0,1,0,1.3680596622283805,0.1548822019114238
3039,3040,B,Ship,4,4,177,3,medium,1,23,1142,1,3.1354942159291497,0,1,0,0,0,0,0,1,0,0,1,-0.6878659783967546,-1.5244467163787152
3040,3041,C,Ship,3,2,149,3,medium,0,64,1920,1,4.1588830833596715,0,0,1,0,0,0,0,1,0,0,1,-1.2693398969573988,-1.0488304446532954
3041,3042,F,Ship,4,3,220,4,low,1,19,3602,1,2.9444389791664403,0,0,0,0,1,0,0,1,0,1,0,0.20511182510709206,-0.020570073133814624
3042,3043,D,Ship,4,5,267,3,low,0,53,3742,1,3.970291913552122,0,0,0,1,0,0,0,1,0,1,0,1.1811573312624593,0.065016402498009
3043,3044,F,Ship,3,2,274,3,medium,0,50,3958,1,3.912023005428146,0,0,0,0,1,0,0,1,0,0,1,1.3265258109026203,0.19706410775853686
3044,3045,A,Ship,4,4,243,3,low,1,10,3327,1,2.302585092994046,1,0,0,0,0,0,0,1,0,1,0,0.6827511153533355,-0.18868636455346816
3045,3046,B,Ship,5,1,166,2,low,1,44,1647,1,3.784189633918261,0,1,0,0,0,0,0,1,0,1,0,-0.9163021606884362,-1.2157240721353515
3046,3047,C,Ship,5,2,225,3,medium,1,1,2049,1,0.0,0,0,1,0,0,0,0,1,0,0,1,0.3089464534214928,-0.9699686206782581
3047,3048,F,Ship,3,3,138,2,medium,0,40,1117,1,3.6888794541139363,0,0,0,0,1,0,0,1,0,0,1,-1.4977760792490804,-1.5397300155986837
3048,3049,D,Ship,4,3,141,4,medium,0,38,1599,1,3.6375861597263857,0,0,0,1,0,0,0,1,0,0,1,-1.43547530226044,-1.2450680066376911
3049,3050,F,Ship,3,4,271,4,medium,0,16,2693,1,2.772588722239781,0,0,0,0,1,0,0,1,0,0,1,1.2642250339139798,-0.5762708327718694
3050,3051,A,Ship,6,5,243,3,medium,0,35,2374,1,3.5553480614894135,1,0,0,0,0,0,0,1,0,0,1,0.6827511153533355,-0.7712857308186675
3051,3052,B,Ship,3,3,231,3,medium,1,53,2333,1,3.970291913552122,0,1,0,0,0,0,0,1,0,0,1,0.43354800739877375,-0.7963503415394159
3052,3053,C,Ship,5,4,168,3,low,1,34,1779,1,3.5263605246161616,0,0,1,0,0,0,0,1,0,1,0,-0.8747683093626759,-1.135028252253918
3053,3054,F,Ship,5,3,264,2,low,0,61,2025,1,4.110873864173311,0,0,0,0,1,0,0,1,0,1,0,1.1188565542738187,-0.9846405879294278
3054,3055,D,Ship,4,3,233,3,medium,1,26,2624,1,3.258096538021482,0,0,0,1,0,0,0,1,0,0,1,0.475081858724534,-0.6184527386189824
3055,3056,F,Ship,4,2,247,5,medium,0,17,3630,1,2.833213344056216,0,0,0,0,1,0,0,1,0,0,1,0.7658188180048562,-0.0034527780074499023
3056,3057,A,Ship,3,4,176,3,low,0,4,1095,1,1.3862943611198906,1,0,0,0,0,0,0,1,0,1,0,-0.7086329040596346,-1.553179318912256
3057,3058,B,Ship,5,5,257,4,medium,1,31,2040,1,3.4339872044851463,0,1,0,0,0,0,0,1,0,0,1,0.9734880746336577,-0.9754706083974467
3058,3059,C,Ship,3,1,147,4,low,1,18,1613,1,2.8903717578961645,0,0,1,0,0,0,0,1,0,1,0,-1.3108737482831592,-1.2365093590745087
3059,3060,F,Ship,5,5,195,2,low,0,6,3936,1,1.791759469228055,0,0,0,0,1,0,0,1,0,1,0,-0.31406131646491176,0.18361480444496459
3060,3061,D,Ship,2,4,153,2,medium,0,57,1264,1,4.04305126783455,0,0,0,1,0,0,0,1,0,0,1,-1.1862721943058783,-1.449864216185269
3061,3062,F,Ship,3,5,237,4,low,1,28,3903,1,3.332204510175204,0,0,0,0,1,0,0,1,0,1,0,0.5581495613760546,0.16344084947460616
3062,3063,A,Ship,6,4,217,5,low,0,7,3725,1,1.9459101490553132,1,0,0,0,0,0,0,1,0,1,0,0.14281104811845158,0.05462375902843041
3063,3064,B,Ship,5,1,140,4,medium,1,48,1322,1,3.871201010907891,0,1,0,0,0,0,0,1,0,0,1,-1.4562422279233203,-1.414406961994942
3064,3065,C,Ship,2,5,164,4,medium,1,2,1439,1,0.6931471805599453,0,0,1,0,0,0,0,1,0,0,1,-0.9578360120141965,-1.3428811216454895
3065,3066,F,Ship,3,3,243,3,medium,0,27,2052,1,3.295836866004329,0,0,0,0,1,0,0,1,0,0,1,0.6827511153533355,-0.9681346247718619
3066,3067,D,Ship,3,4,158,3,high,1,41,1137,1,3.713572066704308,0,0,0,1,0,0,0,1,1,0,0,-1.0824375659914773,-1.527503376222709
3067,3068,F,Ship,5,5,180,4,high,1,10,1200,1,2.302585092994046,0,0,0,0,1,0,0,1,1,0,0,-0.6255652014081141,-1.4889894621883883
3068,3069,A,Ship,4,3,139,3,low,1,64,1814,1,4.1588830833596715,1,0,0,0,0,0,0,1,0,1,0,-1.4770091535862002,-1.113631633345962
